coin,symbol,current_price,1h,24h,7d,30d,24h_volume,circulating_supply,total_supply,market_cap,is_outlier
Hedera,HBAR,0.06,0.006,-0.039,0.001,0.214,74942726.0,33562400523.0,50000000000,2009561668.0,False
Aptos,APT,7.16,0.003,-0.01,-0.06,0.20800000000000002,137618187.0,276002428.0,1070000000,1975596895.0,True
Internet Computer,ICP,4.26,0.003,-0.016,-0.054000000000000006,0.28800000000000003,48796544.0,449607558.0,510000000,1915851337.0,True
NEAR Protocol,NEAR,1.8,0.0,-0.066,0.084,0.695,300672386.0,1000915617.0,1000000000,1805533947.0,True
BUSD,BUSD,1.0,0.004,-0.011000000000000001,-0.003,-0.002,4614206667.0,1772658616.0,1760000000,1776602916.0,True
THORChain,RUNE,5.8,0.009000000000000001,0.08199999999999999,-0.002,1.919,832767166.0,300700561.0,500000000,1745571533.0,True
Immutable,IMX,1.33,0.006999999999999999,0.01,0.14400000000000002,1.22,831069420.0,1251798947.0,2000000000,1665608134.0,True
Optimism,OP,1.71,0.01,0.009000000000000001,-0.075,0.331,145187244.0,880917403.0,4290000000,1503698590.0,True
VeChain,VET,0.02,0.004,-0.017,-0.053,0.133,65941926.0,72714516834.0,86000000000,1469956158.0,False
Mantle,MNT,0.46,-0.001,-0.028999999999999998,0.003,0.213,16337730.0,3105990005.0,6220000000,1434927462.0,True
Quant,QNT,98.04,0.0,-0.013999999999999999,-0.047,0.055,31347588.0,14544176.0,14600000,1426103888.0,True
Bittensor,TAO,244.18,-0.011000000000000001,0.045,0.608,3.819,17665641.0,5653953.0,5650000,1393270902.0,True
Aave,AAVE,92.53,-0.006,0.043,-0.01,0.11,169071815.0,14640360.0,16000000,1353296683.0,True
Maker,MKR,1469.55,0.008,0.013000000000000001,0.033,-0.034,134212928.0,901311.0,327000000,1323268975.0,True
Injective,INJ,15.63,0.006999999999999999,0.006999999999999999,-0.055999999999999994,0.512,101870789.0,84255556.0,100000000,1316138826.0,True
The Graph,GRT,0.14,0.013000000000000001,0.039,0.079,0.617,100683146.0,9313462072.0,10000000000,1312701409.0,False
Arbitrum,ARB,1.0,0.002,-0.019,-0.10800000000000001,0.19,330572699.0,1275000000.0,10000000000,1274970582.0,True
Render,RNDR,3.26,0.001,-0.047,0.314,0.616,193668334.0,374243313.0,531000000,1222039540.0,True
Rocket Pool ETH,RETH,2216.89,0.004,0.021,0.012,0.213,8583634.0,543163.0,327000000,1204093923.0,True
Synthetix Network,SNX,3.43,0.0,0.052000000000000005,0.254,0.5660000000000001,234273155.0,326492861.0,327000000,1126089485.0,True
MultiversX,EGLD,42.35,0.005,-0.013999999999999999,-0.09699999999999999,0.5529999999999999,35420729.0,26234462.0,26200000,1111114409.0,True
Algorand,ALGO,0.13,0.003,-0.033,-0.068,0.36700000000000005,68159573.0,8006088059.0,8010000000,1031403193.0,False
Flow,FLOW,0.62,0.009000000000000001,-0.040999999999999995,-0.083,0.363,40621841.0,1471201014.0,1470000000,918473679.0,True
Theta Network,THETA,0.9,0.003,-0.027000000000000003,-0.048,0.461,19679426.0,1000000000.0,1000000000,904181803.0,True
Bitcoin SV,BSV,45.56,0.0,-0.042,-0.055,-0.099,38623645.0,19558969.0,21000000,891592427.0,True
Stacks,STX,0.61,0.0,-0.028999999999999998,-0.040999999999999995,-0.062,23968051.0,1421837341.0,1820000000,861520742.0,True
Fantom,FTM,0.29,0.003,-0.05,-0.099,0.29,118565089.0,2803634836.0,3180000000,816602455.0,False
Celestia,TIA,5.67,-0.013000000000000001,0.03,-0.099,0.141,277779060.0,141043528.0,1000000000,800895863.0,True
The Sandbox,SAND,0.38,0.005,-0.044000000000000004,-0.114,0.23399999999999999,84248957.0,2095031926.0,3000000000,795605412.0,True
WhiteBIT Coin,WBT,5.43,0.002,-0.002,0.003,0.01,4962253.0,144118517.0,364000000,781967174.0,True
Axie Infinity,AXS,5.73,0.006,-0.038,-0.092,0.285,75366667.0,132455907.0,270000000,759117194.0,True
Bitget Token,BGB,0.54,-0.001,-0.005,0.022000000000000002,0.262,18555030.0,1400001000.0,2000000000,751366014.0,True
EOS,EOS,0.66,0.002,-0.052000000000000005,-0.075,0.171,143253351.0,1128814640.0,327000000,747701037.0,True
NEO,NEO,10.45,0.0,-0.040999999999999995,-0.111,0.39399999999999996,71702628.0,70530000.0,100000000,737334727.0,True
Decentraland,MANA,0.39,0.003,-0.036000000000000004,-0.109,0.287,76455578.0,1846989999.0,2190000000,727276330.0,True
USDD,USDD,1.0,0.001,0.0,-0.002,-0.004,52709280.0,725332026.0,327000000,722016186.0,True
KuCoin,KCS,7.39,0.003,0.027000000000000003,0.223,0.634,305244.0,96732986.0,144000000,713536051.0,True
Tezos,XTZ,0.78,0.005,-0.049,-0.094,0.162,39672111.0,891685800.0,982000000,697688139.0,True
Kava,KAVA,0.72,0.002,-0.028999999999999998,-0.109,0.215,15416391.0,955123860.0,955000000,692555026.0,True
XDC Network,XDC,0.05,0.001,-0.025,-0.039,0.03,14086676.0,13879047556.0,37900000000,683675610.0,False
First Digital USD,FDUSD,1.0,0.004,-0.016,-0.002,-0.004,308208163.0,679938968.0,680000000,677957072.0,True
Frax,FRAX,1.0,0.001,-0.002,0.0,-0.001,16908853.0,670673781.0,671000000,668594922.0,True
GALA,GALA,0.02,0.004,-0.076,-0.005,0.684,957729823.0,28064109097.0,28100000000,657956871.0,False
Klaytn,KLAY,0.19,-0.018000000000000002,0.084,0.149,0.5529999999999999,37282005.0,3271052184.0,327000000,633012159.0,False
Pyth Network,PYTH,0.42,0.054000000000000006,0.258,-0.019,0.141,182645148.0,1500000000.0,10000000000,624040526.0,True
Mina Protocol,MINA,0.61,-0.002,-0.042,-0.004,0.441,30911301.0,1005962475.0,1100000000,613637583.0,True
dYdX,ETHDYDX,3.39,-0.005,0.127,-0.174,0.652,650791208.0,180263183.0,1000000000,611927904.0,True
Radix,XRD,0.06,0.001,0.1,0.312,0.364,4720693.0,10305310076.0,12700000000,594573578.0,False
Illuvium,ILV,98.09,0.013000000000000001,0.006999999999999999,0.075,1.4069999999999998,44179670.0,6054182.0,9610000,593859683.0,True
Frax Ether,FRXETH,2011.16,0.0,0.009000000000000001,0.006999999999999999,0.205,1636206.0,293311.0,327000000,589714024.0,True
Tokenize Xchange,TKX,7.26,0.002,-0.003,0.075,0.332,11118952.0,79996000.0,100000000,581063456.0,True
Gate,GT,4.23,0.001,-0.001,0.02,0.11699999999999999,1844147.0,136232297.0,300000000,576366923.0,True
Cheelee,CHEEL,10.54,0.001,0.005,0.040999999999999995,0.136,4901555.0,53838100.0,1000000000,566375017.0,True
WEMIX,WEMIX,1.74,-0.002,-0.021,-0.027000000000000003,0.703,4792920.0,325164508.0,978000000,565201516.0,True
Blur,BLUR,0.51,0.106,0.364,0.43200000000000005,1.754,296654526.0,1097706662.0,3000000000,557830938.0,True
Fetch.ai,FET,0.53,0.006999999999999999,0.028999999999999998,0.27899999999999997,1.249,231395614.0,1043462805.0,1150000000,554167062.0,True
PancakeSwap,CAKE,2.36,0.004,-0.091,-0.11599999999999999,1.055,218610934.0,234093308.0,390000000,551222280.0,True
eCash,XEC,0.11,0.002,-0.036000000000000004,-0.08900000000000001,0.03,5746712.0,19558792173093.0,327000000,547827392.0,False
Rocket Pool,RPL,27.48,0.015,0.03,-0.046,0.344,4951292.0,19842347.0,19800000,543831667.0,True
IOTA,IOTA,0.17,0.009000000000000001,-0.039,-0.076,0.156,9356115.0,3018990414.0,4600000000,524134088.0,False
ApeCoin,APE,1.41,0.022000000000000002,-0.016,-0.015,0.271,94043016.0,368593750.0,1000000000,519249794.0,True
Frax Share,FXS,6.89,0.011000000000000001,0.008,-0.113,0.243,41991658.0,75282183.0,99700000,518775048.0,True
Sui,SUI,0.53,0.012,-0.012,-0.099,0.336,89479970.0,965577711.0,10000000000,515742654.0,True
Conflux,CFX,0.15,0.001,-0.033,-0.096,0.33299999999999996,38357640.0,3457624900.0,5440000000,511998453.0,False
Arweave,AR,7.75,0.011000000000000001,-0.005,0.039,0.8540000000000001,21507079.0,65454186.0,65500000,507054552.0,True
Curve DAO,CRV,0.55,0.01,-0.02,-0.062,0.212,89138351.0,919601447.0,2040000000,505666551.0,True
Rollbit Coin,RLB,0.16,-0.023,-0.067,-0.304,0.037000000000000005,8526016.0,3081146040.0,3080000000,504641576.0,False
Gnosis,GNO,194.21,-0.004,0.023,0.122,0.915,4313295.0,2589589.0,3000000,502800406.0,True
Chiliz,CHZ,0.07,0.004,-0.038,-0.096,0.11900000000000001,89888764.0,6975647158.0,8890000000,492800669.0,False
cETH,CETH,40.73,0.005,0.021,0.01,0.215,755.0,12090449.0,12100000,492425783.0,True
Gas,GAS,7.55,-0.004,-0.07200000000000001,-0.147,1.649,40387487.0,65093581.0,65099999,491554522.0,True
Tether Gold,XAUT,1983.96,-0.003,-0.006999999999999999,0.013000000000000001,0.004,9019407.0,246524.0,327000000,489695345.0,True
GMX,GMX,50.69,0.003,0.015,-0.043,0.247,39938256.0,9217002.0,9220000,467151285.0,True
Trust Wallet,TWT,1.12,0.009000000000000001,-0.053,-0.08199999999999999,0.09300000000000001,54485652.0,416649900.0,1000000000,465421402.0,True
Huobi,HT,2.92,0.0,-0.031,0.008,0.272,41079553.0,159406077.0,201000000,464588205.0,True
PAX Gold,PAXG,1976.3,-0.001,-0.003,0.016,0.006999999999999999,13032976.0,232987.0,327000000,460404147.0,True
Pepe,PEPE,0.11,0.002,-0.027000000000000003,-0.095,0.45299999999999996,79609116.0,420690000000000.0,327000000,454089716.0,False
Pax Dollar,USDP,1.0,0.001,0.0,0.0,-0.001,3387487.0,448212766.0,448000000,447356828.0,True
ORDI,ORDI,21.19,0.002,0.005,-0.051,4.355,201703622.0,21000000.0,21000000,445592225.0,True
Staked Frax Ether,SFRXETH,2159.99,0.006,0.017,0.011000000000000001,0.212,921580.0,205820.0,327000000,444561266.0,True
cWBTC,CWBTC,731.94,-0.002,0.003,0.011000000000000001,0.185,43602.0,602088.0,327000000,440695054.0,True
BitTorrent,BTT,0.11,0.006,-0.034,-0.064,0.179,31884699.0,951421714286000.0,327000000,432507003.0,False
Terra Luna Classic,LUNC,0.11,0.006999999999999999,-0.019,-0.10400000000000001,0.247,33630926.0,5803126436839.0,327000000,420059976.0,False
Coinbase Wrapped Staked ETH,CBETH,2135.1,0.002,0.013000000000000001,0.009000000000000001,0.21,3974549.0,195572.0,1330000,417495503.0,True
NEXO,NEXO,0.74,0.002,-0.005,-0.012,0.276,4512144.0,560000010.0,1000000000,414359635.0,True
Kujira,KUJI,3.38,-0.02,-0.013999999999999999,-0.040999999999999995,1.636,2451272.0,122349807.0,122000000,413786827.0,True
Zcash,ZEC,28.19,0.005,-0.015,-0.061,0.077,42818122.0,14435666.0,21000000,407030960.0,True
Osmosis,OSMO,0.62,-0.004,-0.022000000000000002,-0.045,1.5630000000000002,17174602.0,628638059.0,1000000000,387368849.0,True
WOO Network,WOO,0.22,0.0,-0.023,-0.14800000000000002,0.158,22740864.0,1772540815.0,2230000000,382123712.0,False
STEPN,GMT,0.27,0.012,-0.009000000000000001,0.078,0.7879999999999999,152470737.0,1381830966.0,5370000000,379924165.0,False
Beam,BEAM,0.01,-0.004,0.011000000000000001,0.153,0.141,19701799.0,44457670333.0,62800000000,377630264.0,False
Casper Network,CSPR,0.03,-0.003,-0.040999999999999995,-0.07400000000000001,0.055,6869496.0,11476826594.0,12200000000,370704819.0,False
Akash Network,AKT,1.66,-0.006,0.071,0.7120000000000001,0.905,8343178.0,221870453.0,222000000,369098266.0,True
Terra,LUNA,0.63,0.012,0.038,-0.18,0.52,94707227.0,584959462.0,1080000000,367720438.0,True
1inch,1INCH,0.34,0.005,-0.015,-0.06,0.282,30902018.0,1040979121.0,1500000000,356400022.0,True
SingularityNET,AGIX,0.29,-0.002,0.004,0.147,0.562,100368709.0,1241997271.0,1350000000,354623894.0,False
Aleph Zero,AZERO,1.41,0.002,0.033,0.011000000000000001,0.87,3996914.0,248759366.0,347000000,351742872.0,True
Oasis Network,ROSE,0.07,0.015,0.012,-0.02,0.609,47924568.0,5029357184.0,10000000000,348498824.0,False
Zilliqa,ZIL,0.02,0.0,-0.05,-0.071,0.14,29390307.0,17324063149.0,18400000000,348448907.0,False
Compound,COMP,49.82,0.008,-0.01,-0.139,0.124,76160559.0,6856086.0,10000000,341293871.0,True
Astar,ASTR,0.06,0.013000000000000001,-0.004,-0.066,0.491,18127493.0,5364861787.0,8270000000,340646665.0,False
Dash,DASH,28.55,0.004,-0.055999999999999994,-0.099,0.083,64333700.0,11548029.0,18900000,329669773.0,True
Marinade staked SOL,MSOL,62.95,0.003,-0.006999999999999999,-0.114,0.888,19758667.0,5232842.0,5230000,329403979.0,True
FLOKI,FLOKI,0.11,0.001,0.051,-0.075,0.249,31010623.0,9941648926283.0,327000000,322471019.0,False
Huobi BTC,HBTC,35440.6,0.002,-0.084,-0.094,0.16699999999999998,20815998.0,8969.0,327000000,317883847.0,True
Sei,SEI,0.17,0.054000000000000006,0.081,0.037000000000000005,0.664,89515149.0,1800000000.0,10000000000,313952989.0,False
Qtum,QTUM,2.99,0.002,-0.031,-0.057,0.26,26285225.0,104915108.0,108000000,313798983.0,True
Flare,FLR,0.01,0.011000000000000001,0.006,-0.012,0.20199999999999999,9635288.0,28717986141.0,101000000000,313376637.0,False
NEM,XEM,0.03,0.005,-0.043,-0.031,0.24100000000000002,4903551.0,8999999999.0,9000000000,310280518.0,False
Axelar,AXL,0.64,0.005,-0.004,0.46399999999999997,1.024,19049590.0,478717140.0,1120000000,308367748.0,True
APENFT,NFT,0.11,-0.003,-0.004,-0.027000000000000003,-0.053,6821827.0,990105682877398.0,327000000,305485532.0,False
Helium,HNT,2.1,0.011000000000000001,0.031,0.02,0.431,1729019.0,143934821.0,223000000,302380380.0,True
Basic Attention,BAT,0.2,0.006999999999999999,-0.047,-0.113,0.04,46516507.0,1490413701.0,1500000000,300902174.0,False
Worldcoin,WLD,2.58,0.027000000000000003,0.077,0.113,0.705,195902550.0,116419383.0,10000000000,300460340.0,True
MX,MX,2.89,0.004,-0.009000000000000001,-0.005,0.083,3099709.0,100631536.0,432000000,290921348.0,True
Convex Finance,CVX,3.53,0.003,-0.023,-0.061,0.32299999999999995,7360740.0,81990704.0,99200000,289188709.0,True
Beldex,BDX,0.05,-0.006,-0.035,0.049,0.574,2697484.0,5911883992.0,9920000000,285353693.0,False
SKALE,SKL,0.06,-0.01,0.079,0.914,1.555,189183585.0,5001811004.0,5180000000,284224078.0,False
Bitcoin Gold,BTG,15.76,-0.003,-0.027999999999999997,-0.039,0.08800000000000001,3412873.0,17513924.0,21000000,275864225.0,True
ARK,ARK,1.55,-0.006,-0.03,-0.051,2.52,83527438.0,177080512.0,327000000,274980204.0,True
CorgiAI,CORGIAI,0.11,-0.012,-0.006,-0.066,12.78,1336519.0,277312793789.0,373000000000,271721792.0,False
Mask Network,MASK,3.28,0.0,-0.048,-0.054000000000000006,0.213,116522963.0,82112500.0,100000000,269076649.0,True
SafePal,SFP,0.64,0.0,-0.044000000000000004,-0.048,0.0,9425285.0,420833333.0,500000000,268693602.0,True
JUST,JST,0.03,0.0,-0.04,-0.094,0.183,46697586.0,8902080000.0,9900000000,267779250.0,False
Theta Fuel,TFUEL,0.04,0.006,-0.059000000000000004,-0.069,0.179,3023182.0,6356158193.0,6360000000,263645121.0,False
yearn.finance,YFI,7919.26,0.0,-0.02,-0.28,0.409,94564990.0,33231.0,327000000,263249291.0,True
Enjin Coin,ENJ,0.26,0.001,-0.027000000000000003,-0.06,0.184,21236788.0,1000000000.0,1000000000,261781224.0,False
Holo,HOT,0.11,0.002,-0.038,-0.08,0.201,13637575.0,177619433541.0,178000000000,260045999.0,False
Celo,CELO,0.5,0.005,-0.028999999999999998,-0.09,0.136,17258060.0,518357311.0,1000000000,259996224.0,True
OKT Chain,OKT,14.05,0.003,0.036000000000000004,0.053,0.257,3539810.0,17847480.0,17800000,250727962.0,True
Loopring,LRC,0.2,0.0,-0.06,-0.145,0.153,27732526.0,1245991469.0,1370000000,250586765.0,False
Fasttoken,FTN,1.21,0.001,-0.005,-0.003,0.09699999999999999,23076336.0,203631292.0,880000000,246576328.0,True
Lido Staked SOL,STSOL,62.78,0.009000000000000001,-0.01,-0.114,0.893,3112861.0,3900412.0,3900000,244698790.0,True
JasmyCoin,JASMY,0.11,-0.005,-0.043,-0.039,0.539,41879744.0,48419999999.0,50000000000,240944245.0,False
Ankr Network,ANKR,0.02,-0.006999999999999999,-0.054000000000000006,-0.07400000000000001,0.125,24203867.0,10000000000.0,10000000000,239631758.0,False
Chia,XCH,26.23,0.0,0.008,-0.035,0.133,18151230.0,9111290.0,30100000,238989456.0,True
Golem,GLM,0.23,-0.003,-0.038,-0.17600000000000002,0.124,7515162.0,1000000000.0,1000000000,234464388.0,False
ICON,ICX,0.24,-0.001,-0.079,-0.13699999999999998,0.23399999999999999,5642526.0,972705137.0,986000000,232582348.0,False
Siacoin,SC,0.11,-0.019,-0.03,0.040999999999999995,0.44,13131723.0,51477015000.0,327000000,231275248.0,False
Tellor Tributes,TRB,92.02,0.016,0.027000000000000003,0.055,0.076,36643736.0,2512060.0,2560000,231131361.0,True
Escoin,ELG,1.02,0.0,0.003,0.009000000000000001,-0.174,492564.0,0.0,250000000,230657457.0,True
Decred,DCR,14.3,0.004,-0.042,-0.03,0.165,1442556.0,15657542.0,21000000,224102764.0,True
Ronin,RON,0.82,0.004,-0.006,0.026000000000000002,0.9229999999999999,4388534.0,271008046.0,1000000000,220915813.0,True
Echelon Prime,PRIME,7.49,0.006,0.09,0.161,1.173,8629831.0,28703507.0,111000000,214900193.0,True
DeFiChain,DFI,0.25,0.0,-0.013999999999999999,-0.1,-0.08,4357712.0,831691686.0,1200000000,211350854.0,False
Ethereum Name Service,ENS,8.17,0.006999999999999999,-0.031,-0.068,0.11800000000000001,29030115.0,25783233.0,100000000,210737580.0,True
aelf,ELF,0.46,0.001,-0.049,0.013000000000000001,0.294,13393136.0,461329999.0,880000000,210325146.0,True
IoTeX,IOTX,0.02,0.009000000000000001,-0.057,-0.109,0.157,11358900.0,9442543017.0,9500000000,209680573.0,False
Kusama,KSM,23.27,0.006999999999999999,-0.017,-0.077,0.29600000000000004,16146518.0,8980098.0,10000000,209011232.0,True
Liquity USD,LUSD,0.99,0.0,-0.003,-0.002,-0.002,16191977.0,210657676.0,211000000,208972664.0,True
Aragon,ANT,5.16,0.008,0.017,0.003,0.047,16135948.0,40039312.0,43200000,206956294.0,True
Audius,AUDIO,0.18,0.004,-0.037000000000000005,-0.11,0.201,12393576.0,1167950954.0,1200000000,206827020.0,False
Sushi,SUSHI,1.06,0.01,0.013999999999999999,0.047,0.843,114268616.0,192789256.0,250000000,204063773.0,True
WAX,WAXP,0.06,0.005,-0.040999999999999995,-0.059000000000000004,0.207,6744387.0,3370750857.0,3770000000,203888921.0,False
SwissBorg,BORG,0.21,0.005,-0.013999999999999999,-0.021,0.035,720191.0,984654858.0,985000000,203247409.0,False
Waves,WAVES,2.03,0.003,-0.031,-0.153,0.289,54488248.0,100000000.0,100000000,202570656.0,True
Ocean Protocol,OCEAN,0.46,0.009000000000000001,-0.021,0.113,0.541,77073401.0,434026837.0,1410000000,198930161.0,True
FINSCHIA,FNSA,27.03,0.005,-0.026000000000000002,-0.05,0.312,428058.0,7364293.0,7360000,198651625.0,True
Ravencoin,RVN,0.02,-0.001,-0.040999999999999995,-0.09699999999999999,0.124,11581067.0,11907968089.0,11900000000,198107637.0,False
Memecoin,MEME,0.03,0.009000000000000001,-0.022000000000000002,-0.34600000000000003,0.141,169942506.0,7551850989.0,69000000000,195071994.0,False
SXP,SXP,0.33,0.004,-0.063,-0.084,0.161,17142564.0,585067686.0,585000000,191985775.0,True
Livepeer,LPT,6.34,0.004,-0.063,-0.138,0.087,33602693.0,29764387.0,29800000,188607213.0,True
Moonbeam,GLMR,0.24,0.001,-0.051,-0.07,0.354,11203206.0,789026772.0,1090000000,188541511.0,False
Telcoin,TEL,0.11,0.013000000000000001,-0.006,0.059000000000000004,1.033,1644898.0,72466058901.0,100000000000,187298939.0,False
Band Protocol,BAND,1.37,0.003,-0.059000000000000004,-0.092,0.031,12628249.0,136197694.0,141000000,186989684.0,True
DeXe,DEXE,3.27,0.011000000000000001,-0.011000000000000001,-0.071,0.5329999999999999,2323914.0,57101604.0,96500000,186569299.0,True
Olympus,OHM,11.4,-0.001,-0.001,0.004,-0.024,183117.0,16365246.0,26800000,186476204.0,True
Ontology,ONT,0.21,0.0,-0.048,-0.094,0.138,7812163.0,896397857.0,1000000000,184624659.0,False
Bonk,BONK,0.11,0.017,0.16399999999999998,0.628,13.2,85916890.0,42974933572261.0,327000000,184591575.0,False
DAO Maker,DAO,0.88,-0.006999999999999999,-0.02,0.061,0.637,2240168.0,207532000.0,278000000,182156175.0,True
Centrifuge,CFG,0.5,-0.01,0.028999999999999998,-0.068,0.545,1202470.0,360263043.0,447000000,181160270.0,True
Wrapped Centrifuge,WCFG,0.5,-0.013999999999999999,0.026000000000000002,-0.07400000000000001,0.542,591217.0,360263043.0,327000000,181072705.0,True
tomiNet,TOMI,2.04,0.002,-0.036000000000000004,-0.115,-0.131,30070435.0,85951707.0,121000000,175567288.0,True
Biconomy,BICO,0.25,0.006,-0.062,-0.145,0.187,7631716.0,701391763.0,1000000000,175352140.0,False
GameAI,GAT,0.88,0.019,0.006,0.11699999999999999,0.040999999999999995,18389301.0,200000001.0,1000000000,175137847.0,True
ECOMI,OMI,0.11,0.013000000000000001,0.066,-0.017,-0.22899999999999998,949073.0,271155252708.0,311000000000,174568824.0,False
sETH2,SETH2,2012.43,0.006,0.017,0.009000000000000001,0.20800000000000002,36596.0,86381.0,327000000,173835150.0,True
EthereumPoW,ETHW,1.56,0.004,0.005,-0.027999999999999997,0.221,5522443.0,107818943.0,108000000,168504342.0,True
Magic,MAGIC,0.69,0.023,0.028999999999999998,0.075,0.428,99188036.0,241929766.0,340000000,167859487.0,True
Baby Doge Coin,BABYDOGE,0.11,-0.022000000000000002,-0.055999999999999994,-0.107,-0.017,1870288.0,1.46330991639139e+17,327000000,167536593.0,False
Alchemix USD,ALUSD,0.99,0.002,0.004,0.004,0.002,2494799.0,167672845.0,168000000,166904250.0,True
Polymesh,POLYX,0.19,0.006999999999999999,-0.051,-0.092,0.09300000000000001,14292372.0,878709031.0,879000000,166411884.0,False
Polymath,POLY,0.19,0.034,-0.10800000000000001,-0.282,0.006,2235168.0,898550830.0,1000000000,166306659.0,False
Prisma mkUSD,MKUSD,0.99,0.0,-0.001,-0.005,-0.002,5310596.0,167504005.0,167000000,166046484.0,True
Ribbon Finance,RBN,0.2,0.0,-0.042,0.113,0.165,830191.0,835683231.0,1000000000,165959207.0,False
CANTO,CANTO,0.29,0.002,0.064,0.17300000000000001,0.016,10691840.0,551216876.0,1000000000,160927730.0,False
IOST,IOST,0.01,0.002,-0.031,-0.067,0.12,6696929.0,18708894189.0,18700000000,160614486.0,False
Balancer,BAL,3.57,0.003,-0.008,-0.096,0.13,11478573.0,44273080.0,60200000,158577400.0,True
PayPal USD,PYUSD,1.0,0.0,-0.003,0.0,-0.003,5807767.0,157956966.0,158000000,157679587.0,True
Status,SNT,0.04,0.001,-0.031,-0.10400000000000001,0.47200000000000003,4373033.0,3960483788.0,6800000000,156286637.0,False
crvUSD,CRVUSD,0.99,0.0,-0.002,-0.004,-0.006999999999999999,36560353.0,157225419.0,157000000,156006137.0,True
cDAI,CDAI,0.02,-0.001,-0.004,-0.001,0.0,4959.0,6938854230.0,6940000000,155891640.0,False
Bone ShibaSwap,BONE,0.62,0.002,-0.013999999999999999,-0.063,-0.172,7526463.0,249917970.0,250000000,155107348.0,True
Harmony,ONE,0.01,0.005,-0.057,-0.111,0.275,15857039.0,12305426115.0,13200000000,154829936.0,False
Gemini Dollar,GUSD,1.0,0.001,-0.013000000000000001,-0.004,-0.003,832262.0,151664494.0,152000000,151061502.0,True
BENQI Liquid Staked AVAX,SAVAX,22.23,-0.001,-0.065,0.028999999999999998,1.013,736484.0,6733260.0,6730000,150858008.0,True
Ultima,ULTIMA,10654.79,-0.009000000000000001,-0.064,-0.11199999999999999,-0.19899999999999998,8150151.0,14083.0,327000000,150050783.0,True
